time,number,avg_dilation
597081,29925,0.1354662447257362
597101,29926,0.12446624472573609
597121,29927,0.13296624472573582
597141,29928,0.05396624472573608
597161,29929,0.057466244725735915
597181,29930,0.03846624472573579
597200,29931,0.10496624472573624
597220,29932,0.10246624472573584
597240,29933,0.16296624472573606
597260,29934,0.036966244725736175
597280,29935,0.020466244725735994
597300,29936,0.06353375527426364
597320,29937,0.08953375527426433
597340,29938,0.020466244725735994
597360,29939,0.06953375527426386
597380,29940,0.11703375527426418
597400,29941,0.005966244725736036
597420,29942,0.020033755274263765
597440,29943,0.19896624472573565
597460,29944,0.05346624472573591
597480,29945,0.05046624472573624
597500,29946,0.028466244725736
597520,29947,0.009466244725735873
597539,29948,0.01446624472573621
597559,29949,0.08903375527426372
597579,29950,0.04353375527426406
597599,29951,0.020533755274264376
597619,29952,0.018033755274263985
