4657	233	34	85	0.817	0.398	883.337	3.838	0	87	29	0.614	0.375	869.676	3.718	0
4677	234	33	95	0.816	0.397	880.426	3.917	0	88	32	0.613	0.375	866.141	3.724	0
4697	235	47	84	0.816	0.397	880.426	3.811	0	95	36	0.613	0.374	866.141	3.647	0
4716	236	49	96	0.816	0.396	880.426	3.721	0	77	62	0.613	0.374	866.141	3.688	0
4736	237	54	80	0.816	0.396	880.426	3.831	0	78	34	0.612	0.374	866.141	3.638	0
4756	238	30	108	0.816	0.395	880.426	3.874	0	106	91	0.612	0.373	866.141	3.796	0
4776	239	37	122	0.816	0.395	873.854	3.834	0	105	104	0.612	0.373	860.736	3.793	0
4796	240	37	91	0.816	0.394	873.854	3.855	0	88	41	0.612	0.372	860.736	3.701	0
4816	241	17	100	0.816	0.394	873.854	3.840	0	79	62	0.611	0.372	860.736	3.674	0
4836	242	42	87	0.816	0.393	873.854	3.824	0	84	50	0.611	0.372	860.736	3.767	0
4856	243	23	83	0.816	0.393	873.854	3.940	0	86	58	0.611	0.372	860.736	3.743	0
4876	244	40	92	0.816	0.392	869.990	3.918	0	82	52	0.611	0.371	860.886	3.757	0
4896	245	224	91	0.815	0.392	869.990	3.851	0	290	38	0.610	0.371	860.886	3.718	0
4916	246	234	65	0.815	0.391	869.990	3.976	0	287	62	0.610	0.370	860.886	3.722	0
4936	247	249	68	0.814	0.391	869.990	3.872	0	296	30	0.609	0.369	860.886	3.715	0
4956	248	250	86	0.814	0.390	869.990	3.909	0	289	51	0.608	0.369	860.886	3.702	0
4976	249	253	85	0.813	0.390	865.020	3.928	0	291	52	0.607	0.368	862.459	3.708	0
4996	250	249	54	0.812	0.389	865.020	3.920	0	296	35	0.607	0.368	862.459	3.691	0
5015	251	247	119	0.812	0.389	865.020	3.911	0	298	31	0.606	0.369	862.459	3.712	0
5035	252	234	82	0.811	0.389	865.020	3.903	0	280	2	0.605	0.369	862.459	3.736	0
5055	253	240	69	0.811	0.389	865.020	3.899	0	299	41	0.604	0.369	862.459	3.695	0
5075	254	236	86	0.810	0.389	868.575	3.911	0	294	38	0.604	0.369	860.273	3.702	0
5095	255	292	70	0.810	0.388	868.575	3.914	0	337	14	0.603	0.369	860.273	3.735	0
5115	256	304	78	0.809	0.388	868.575	3.970	0	365	52	0.603	0.369	860.273	3.782	0
5135	257	301	81	0.809	0.388	868.575	3.915	0	334	32	0.603	0.369	860.273	3.847	0
5155	258	307	75	0.809	0.388	868.575	3.985	0	356	47	0.602	0.369	860.273	3.756	0
5175	259	312	84	0.809	0.388	864.992	3.956	0	346	42	0.602	0.369	858.942	3.792	0
5195	260	297	69	0.808	0.388	864.992	3.919	0	352	22	0.601	0.369	858.942	3.801	0
5215	261	290	83	0.808	0.388	864.992	3.982	0	340	41	0.601	0.370	858.942	3.751	0
5235	262	320	94	0.808	0.388	864.992	3.856	0	330	39	0.600	0.369	858.942	3.825	0
5255	263	306	62	0.807	0.388	864.992	3.881	0	362	43	0.600	0.369	858.942	3.798	0
